node,SCT
better_weaponry:netherite_scythe,923.820
minecraft:warped_pressure_plate,0.830
somemoreblocks:brown_stained_tiled_glass_pane,6.000
somemoreblocks:orange_stained_tiled_glass,16.000
better_weaponry:amethyst_dagger,6.130
irons_spellbooks:protection_rune,4300.830
born_in_chaos_v1:sea_terror_eye,60.000
minecraft:cooked_porkchop,20.000
somemoreblocks:mossy_prismarine_bricks,8.420
minecraft:honeycomb,70.000
hazennstuff:alchemist_supreme_leggings,16770.820
sophisticatedstorage:copper_to_diamond_tier_upgrade,764.280
crystal_chronicles:rogue_helmet,10285.020
better_weaponry:copper_hammer,5.580
somemoreblocks:snow_tile_wall,1.000
somemoreblocks:cut_quartz,16.000
born_in_chaos_v1:dark_metal_deposit,4800.000
fdbosses:justicestone_column_wall,0.250
hazennstuff:chlorophyte_chunk,800.000
better_weaponry:amethyst_spear,6.550
hazennstuff:thunder_prowler_boots,15431.260
protection_pixel:heatoverlockingmechanism,1281.440
fdbosses:justicestone_column,0.250
somemoreblocks:tuff_tile_slab,8.000
supplementaries:cannon_boat_cherry,177.290
sophisticatedstorage:copper_barrel,13.220
hazennstuff:legionnaire_ruler_leggings,1385.700
minecraft:spruce_fence,0.830
somemoreblocks:diorite_tile_slab,8.000
minecraft:dark_prismarine_slab,8.820
minecraft:dragon_head,2250.000
irons_spellbooks:pumpkin_boots,776.520
minecraft:green_dye,0.120
create:metal_bracket,13.480
minecraft:waxed_exposed_cut_copper_stairs,19.430
better_weaponry:amethyst_pickaxe,17.970
minecraft:smooth_red_sandstone_slab,32.000
somemoreblocks:cracked_bricks,16.000
supplementaries:redstone_illuminator,183.720
minecraft:bamboo_pressure_plate,1.500
crystal_chronicles:chiseled_crustone_wall,16.000
minecraft:birch_trapdoor,0.830
somemoreblocks:diorite_tile_stairs,16.000
suppsquared:crimson_lantern,10.720
somemoreblocks:dripstone_tile_stairs,4.000
create:birch_window,9.250
better_weaponry:diamond_dagger,80.420
somemoreblocks:waxed_exposed_copper_pillar,77.740
sophisticatedstorage:netherite_chest,855.680
minecraft:conduit,3360.000
fdbosses:justicestone_beam,0.250
hazennstuff:abstract,4711.250
minecraft:waxed_exposed_copper_trapdoor,72.580
hazennstuff:miner_leggings,192.000
better_weaponry:copper_broadsword,5.580
irons_spellbooks:legionnaire_flamberge,864.530
minecraft:powered_rail,7.560
somemoreblocks:cracked_dripstone_tiles,4.000
crystal_chronicles:paladin_boots,9712.070
hazennstuff:frostbite_knight_leggings,15505.080
supplementaries:cannon_boat_jungle,177.290
create:mechanical_arm,89.200
create:mechanical_drill,86.740
protection_pixel:hammeras_helmet,1972.920
supplementaries:stone_lamp,128.600
create:crushed_raw_iron,16.000
create_hypertube:hypertube,1.600
crystal_chronicles:voltite_shard,625.760
somemoreblocks:cracked_soul_sandstone_bricks,1.200
minecraft:comparator,53.560
somemoreblocks:waxed_cracked_copper_bricks,71.940
hazennstuff:creaking_helmet,15695.280
minecraft:fishing_rod,31.260
crystal_chronicles:evoker_leggings,10162.300
better_weaponry:wooden_battleaxe,4.990
somemoreblocks:red_terracotta_bricks,16.000
somemoreblocks:yellow_shingles_stairs,8.000
crystal_chronicles:bronchus_fence,1.950
somemoreblocks:calcite_tile_stairs,16.000
better_weaponry:diamond_sickle,160.420
better_weaponry:stone_katana,32.420
supplementaries:timber_frame,1.680
protection_pixel:buoyancy_leggings,431.820
hazennstuff:excalibur_fragment,2300.000
better_weaponry:emerald_scythe,200.840
somemoreblocks:yellow_terracotta_bricks,16.000
minecraft:cut_red_sandstone,64.000
born_in_chaos_v1:scarlet_stained_glass_panel,5.750
sophisticatedstorage:packing_tape,30.370
better_weaponry:amethyst_hoe,12.260
somemoreblocks:cracked_red_sandstone_bricks,64.000
somemoreblocks:cyan_checkered_tiles,16.010
somemoreblocks:cut_soul_sandstone,1.200
born_in_chaos_v1:black_argillite_brick_stairs,13.000
minecraft:beacon,561.440
minecraft:tnt,64.500
hazennstuff:cryogenic_ruler_boots,15407.260
create:package_frogport,84.500
somemoreblocks:waxed_copper_bricks,71.940
hazennstuff:ender_dragon_leggings,16530.820
suppsquared:hazennstuff/item_shelf_frostbite_birch,0.630
minecraft:flint_and_steel,32.000
minecraft:guster_banner_pattern,480.000
better_weaponry:golden_sickle,15.360
hazennstuff:rotten_girl_chestplate,57.620
somemoreblocks:chiseled_soul_sandstone,1.200
better_weaponry:copper_chakram,3.860
minecraft:cobweb,5.000
minecraft:black_dye,1.000
genshinstrument:vintage_lyre,33.320
minecraft:bamboo_door,1.500
born_in_chaos_v1:smoldering_infernal_ember,60.000
born_in_chaos_v1:mesh_door,15.000
create:belt_connector,0.600
somemoreblocks:purple_stained_tiled_glass_pane,6.000
create:sequenced_gearshift,31.820
create:powdered_obsidian,160.480
better_weaponry:iron_katana,32.420
sophisticatedstorage:spruce_storage_connector,1.360
create:iron_sheet,16.000
born_in_chaos_v1:icy_sweetness,5552.510
somemoreblocks:smooth_blackstone,16.000
hazennstuff:refined,40466.700
somemoreblocks:green_concrete_bricks,16.020
hazennstuff:radiance_upgrade_orb,34610.080
hazennstuff:the_devourer,6317.680
create:brass_bars,0.730
born_in_chaos_v1:nightmare_mantleofthe_night_boots,850.000
hazennstuff:mossy_mud_bricks,60.680
minecraft:oak_slab,0.420
hazennstuff:galvanized_sheath,5367.150
sophisticatedstorage:storage_link,95.970
better_weaponry:amethyst_armor_helmet,28.550
betterarcheology:artifact_shards,950.000
minecraft:mangrove_sign,0.830
somemoreblocks:purple_terracotta_tiles,16.000
somemoreblocks:cracked_cut_iron,144.000
irons_spellbooks:fire_ale,650.000
paraglider:spirit_orb,256.000
create_hypertube:tube_scanner_attachment,174.740
somemoreblocks:green_concrete_tiles,16.020
supplementaries:item_shelf,0.630
supplementaries:stone_tile,16.000
hazennstuff:blazeborne_leggings,16530.820
supplementaries:blackstone_tile_stairs,16.000
hazennstuff:phantasmium,0.250
minecraft:grindstone,10.500
somemoreblocks:polished_stone,16.000
create:blaze_cake,80.110
create:track_signal,87.180
create:flywheel,26.200
supplementaries:timber_brace,1.680
minecraft:sculk_shrieker,15.000
hazennstuff:health_upgrade_orb,34695.840
irons_spellbooks:cinderous_soulcaller,341.720
hazennstuff:chlorophyte_boots,10904.640
somemoreblocks:blue_stained_tiled_glass_pane,6.000
genshinstrument:floral_zither,18.320
somemoreblocks:chiseled_prismarine_bricks,8.320
create:waxed_oxidized_copper_shingles,70.430
hazennstuff:spectrum,9328.300
minecraft:netherite_boots,922.980
paraglider:heart_container,1024.000
minecraft:iron_horse_armor,45.000
create:portable_fluid_interface,17.360
minecraft:furnace_minecart,208.000
create:mechanical_piston,23.760
hazennstuff:project_sekai_chestplate,57.680
crystal_chronicles:fat_tissue_block,40.000
better_weaponry:emerald_claymore,200.420
minecraft:waxed_weathered_cut_copper,19.430
hazennstuff:gabriel_ultrakill_chestplate,26867.450
minecraft:prismarine_crystals,35.000
minecraft:leather_boots,32.000
sophisticatedstorage:limited_diamond_barrel_1,777.390
somemoreblocks:calcite_brick_wall,16.000
crystal_chronicles:paladin_helmet,9863.590
create:waxed_exposed_copper_shingles,70.430
somemoreblocks:brown_shingles_stairs,8.000
born_in_chaos_v1:gnawed_bones,45.000
create:weathered_iron_block,8.000
sophisticatedstorage:limited_diamond_barrel_2,776.980
sophisticatedstorage:limited_diamond_barrel_3,776.570
sophisticatedstorage:limited_diamond_barrel_4,776.160
create:powered_toggle_latch,64.940
minecraft:sculk,2.500
amendments:dragon_charge,235.580
somemoreblocks:chiseled_dripstone_bricks,4.000
suppsquared:copper_lantern,5.860
irons_spellbooks:shriving_stone,40.710
fdbosses:justicestone_wall,0.250
minecraft:chiseled_stone_bricks,16.000
somemoreblocks:granite_tile_slab,8.000
somemoreblocks:bone_tile_stairs,22.500
somemoreblocks:light_blue_terracotta_tiles,16.000
irons_spellbooks:arcane_anvil,118.840
sophisticatedstorage:limited_netherite_barrel_1,855.270
sophisticatedstorage:limited_netherite_barrel_2,854.860
sophisticatedstorage:limited_netherite_barrel_3,854.450
somemoreblocks:mossy_diorite_bricks,16.250
sophisticatedstorage:limited_netherite_barrel_4,854.040
protection_pixel:suspjetpack,512.010
better_weaponry:diamond_battleaxe,400.840
minecraft:magma_block,160.480
somemoreblocks:warped_mosaic,0.840
minecraft:spruce_pressure_plate,0.830
irons_spellbooks:netherite_mage_leggings,1138.520
somemoreblocks:diamond_grate,720.000
minecraft:brush,16.280
somemoreblocks:red_sandstone_tile_wall,64.000
minecraft:bee_nest,110.000
somemoreblocks:ice_tile_wall,9.000
somemoreblocks:mossy_granite_brick_slab,8.120
minecraft:pufferfish_bucket,100.000
somemoreblocks:cracked_gold_bricks,67.230
hazennstuff:dark_ritual_templar_helmet,1462.700
somemoreblocks:ice_tile_stairs,9.000
somemoreblocks:yellow_concrete_bricks,16.020
supplementaries:ash_brick,1.000
create:mangrove_window,9.250
somemoreblocks:mossy_end_stone_brick_slab,8.120
somemoreblocks:waxed_exposed_cracked_copper_bricks,71.940
better_weaponry:netherite_shuriken,922.980
create:framed_glass_door,16.830
create:jungle_window,9.250
better_weaponry:stone_dagger,16.420
create:wheat_flour,30.000
somemoreblocks:bone_tiles,22.500
born_in_chaos_v1:orange_stained_glass_panel,5.750
hazennstuff:mossy_mud_brick_slab,30.340
born_in_chaos_v1:mossy_black_argillite_brick,13.200
somemoreblocks:smooth_calcite_slab,8.000
somemoreblocks:green_stained_tiled_glass_pane,6.000
crystal_chronicles:polished_crustone_wall,16.000
minecraft:pitcher_pod,0.500
somemoreblocks:cracked_cut_redstone,0.900
create:cuckoo_clock,51.870
born_in_chaos_v1:spider_mandible,45.000
chimes:carved_bamboo_chimes,60.000
hazennstuff:mycelium_guardian_chestplate,2784.980
somemoreblocks:polished_ice_stairs,9.000
minecraft:waxed_exposed_cut_copper_slab,9.720
minecraft:dark_oak_fence,0.830
born_in_chaos_v1:lord_pumpkinheads_lamp,4310.000
create:fluid_tank,7.540
hazennstuff:seraph_boots,15349.420
born_in_chaos_v1:purple_stained_glass,15.330
somemoreblocks:waxed_weathered_copper_pillar,77.740
numismatics:bank_terminal,85.220
protection_pixel:closedas_helmet,1960.070
hazennstuff:shadow_scale_helmet,11017.140
minecraft:smooth_sandstone_stairs,64.000
minecraft:blaze_powder,10.000
hazennstuff:rotten_girl_boots,57.620
minecraft:chain,6.120
minecraft:oak_fence,0.830
somemoreblocks:mossy_mud_brick_stairs,30.550
minecraft:experience_bottle,120.000
minecraft:prismarine_brick_stairs,8.320
create:brass_ladder,1.460
irons_spellbooks:ice_staff,461.940
protection_pixel:blooddialysisdevice,355.360
better_weaponry:stone_glaive,32.840
supplementaries:sconce_soul,5.940
somemoreblocks:corrupted_polished_basalt_brick_stairs,40.620
somemoreblocks:dripstone_tiles,4.000
somemoreblocks:cyan_terracotta_bricks,16.000
born_in_chaos_v1:argillite_lamp,19.030
irons_spellbooks:divine_pearl,13.180
somemoreblocks:white_stained_tiled_glass,16.000
supplementaries:dispenser_minecart,238.360
somemoreblocks:dripstone_tile_wall,4.000
somemoreblocks:polished_purpur,15.000
sophisticatedbackpacks:backpack,116.640
somemoreblocks:packed_snow,1.000
protection_pixel:bloodprisoner_helmet,199.920
irons_spellbooks:nature_upgrade_orb,17502.760
born_in_chaos_v1:birch_branches,800.000
minecraft:golden_horse_armor,75.000
born_in_chaos_v1:hound_trap,328.000
sophisticatedbackpacks:pump_upgrade,491.800
somemoreblocks:soul_sandstone_stairs,1.200
minecraft:crossbow,55.880
crystal_chronicles:pyromancer_helmet,10014.970
minecraft:calibrated_sculk_sensor,27.130
minecraft:dragon_breath,75.000
better_weaponry:iron_sickle,32.420
hazennstuff:lights_bane,837.140
somemoreblocks:cracked_andesite_tiles,16.000
somemoreblocks:magenta_stained_tiled_glass_pane,6.000
somemoreblocks:green_shingles_stairs,8.000
lootr:trophy,1800.000
minecraft:crimson_slab,0.420
hazennstuff:chlorophyte_leggings,12744.640
minecraft:ancient_debris,12.000
somemoreblocks:purple_shingles,8.000
better_weaponry:stone_cutlass,33.680
darkdoppelganger:doppelganger_ring,7500.000
born_in_chaos_v1:transforming_easter_cake,300.050
hazennstuff:sacred,73797.120
somemoreblocks:calcite_tile_wall,16.000
somemoreblocks:gray_terracotta_bricks,16.000
somemoreblocks:dripstone_brick_slab,2.000
minecraft:purpur_stairs,15.000
somemoreblocks:yellow_stained_tiled_glass_pane,6.000
supplementaries:gold_door,14.940
vista:television,141.680
minecraft:mossy_cobblestone_stairs,16.250
born_in_chaos_v1:dark_metal_armor_leggings,22637.980
supplementaries:lunch_basket,43.000
hazennstuff:frostbite_birch_slab,0.420
protection_pixel:hunteras_helmet,1942.010
minecraft:acacia_hanging_sign,7.040
born_in_chaos_v1:stimulating_bomb,715.010
born_in_chaos_v1:krampus_horn,325.000
minecraft:tuff_brick_wall,16.000
protection_pixel:anchorpointas_leggings,3864.280
somemoreblocks:cracked_polished_basalt_tiles,0.500
crystal_chronicles:pyromancer_leggings,10318.010
born_in_chaos_v1:intoxicatind_bomb,715.100
hazennstuff:permafrost_prince_leggings,20691.890
born_in_chaos_v1:nightmare_mantleofthe_night_leggings,3750.000
supplementaries:altimeter,3.540
minecraft:blaze_rod,30.000
supplementaries:end_stone_lamp,139.250
hazennstuff:calamitas_chestplate,35737.370
minecraft:sponge,20.000
minecraft:quartz_stairs,16.000
somemoreblocks:polished_end_stone_slab,8.000
born_in_chaos_v1:creepy_nutcracker,485.000
irons_spellbooks:netherward_tincture,650.000
somemoreblocks:mossy_end_stone_bricks,16.250
minecraft:waxed_exposed_copper_door,71.720
somemoreblocks:cracked_coal_bricks,18.000
supplementaries:way_sign_cherry,0.420
crystal_chronicles:bronchus_fence_gate,4.180
sophisticatedbackpacks:tool_swapper_upgrade,179.110
create:transmitter,5.260
better_weaponry:emerald_chakram,200.420
minecraft:beetroot_soup,45.620
irons_spellbooks:blood_rune,4430.830
born_in_chaos_v1:rotten_soil,12.800
minecraft:waxed_oxidized_cut_copper,19.430
better_weaponry:golden_glaive,15.780
create:mysterious_cuckoo_clock,52.270
minecraft:diamond_horse_armor,170.000
minecraft:acacia_slab,0.420
minecraft:jungle_stairs,0.830
minecraft:blast_furnace,256.000
minecraft:polished_andesite_stairs,16.000
somemoreblocks:bone_brick_wall,22.500
sophisticatedstorage:gold_chest,137.800
suppsquared:item_shelf_pale_oak,0.630
hazennstuff:utau_leggings,57.600
exposure:album,62.000
somemoreblocks:mossy_purpur_block_wall,15.250
genshinstrument:djem_djem_drum,41.320
create:acacia_window,9.250
hazennstuff:mossy_mud_brick_stairs,91.020
minecraft:cobbled_deepslate_stairs,16.000
minecraft:baked_potato,7.500
minecraft:fletching_table,35.320
minecraft:cooked_salmon,27.500
minecraft:mossy_cobblestone_wall,16.250
minecraft:spyglass,7.430
somemoreblocks:waxed_oxidized_cracked_cut_copper,19.430
better_weaponry:wooden_hammer,5.400
irons_spellbooks:poisonward_ring,4237.500
minecraft:dried_ghast,376.000
minecraft:oak_chest_boat,10.790
somemoreblocks:cracked_end_stone_bricks,16.000
minecraft:sculk_catalyst,25.000
somemoreblocks:lime_shingles_stairs,8.000
crystal_chronicles:cracked_crustone_bricks,16.000
protection_pixel:bloodprisoneras_helmet,1977.200
somemoreblocks:cracked_calcite_tiles,16.000
protection_pixel:buoyancyas_leggings,3986.380
somemoreblocks:sandstone_tile_stairs,64.000
hazennstuff:flesh_mass_helmet,16325.280
hazennstuff:ender_dragon_helmet,15965.280
minecraft:stone_pressure_plate,32.000
sophisticatedstorage:advanced_hopper_upgrade,394.330
clavis:lock_pick,0.860
exposure:lightroom,67.840
supplementaries:ash_bricks_wall,4.000
irons_spellbooks:frosted_helve,184.760
minecraft:bamboo_mosaic_stairs,2.250
somemoreblocks:light_gray_stained_tiled_glass,16.000
sophisticatedstorage:netherite_shulker_box,925.680
irons_spellbooks:nether_brick_pillar,0.400
betterarcheology:villager_fossil,15000.000
somemoreblocks:mossy_diorite_brick_stairs,16.250
irons_spellbooks:mana_upgrade_orb,17748.840
minecraft:mangrove_boat,4.150
minecraft:bread,30.000
minecraft:ominous_bottle,650.000
somemoreblocks:waxed_weathered_cracked_copper_bricks,71.940
minecraft:lever,16.420
hazennstuff:ancient_warriors_axe,2671.610
supplementaries:hat_stand,8.830
minecraft:waxed_exposed_copper,77.740
crystal_chronicles:toxic_helmet,9812.470
better_weaponry:emerald_armor_leggings,350.000
create:weathered_iron_window,20.000
minecraft:bamboo_slab,0.750
minecraft:dark_oak_chest_boat,10.790
minecraft:dark_oak_trapdoor,0.830
create:copper_casing,5.360
sophisticatedstorage:paintbrush,120.840
irons_spellbooks:pumpkin_leggings,867.040
somemoreblocks:smooth_diorite,16.000
chimes:amethyst_chimes,36.710
somemoreblocks:mossy_andesite_brick_stairs,16.250
crystal_chronicles:ice_shard,3023.210
better_weaponry:amethyst_hammer,34.680
minecraft:polished_deepslate_slab,8.000
minecraft:acacia_chest_boat,10.790
minecraft:birch_hanging_sign,7.040
somemoreblocks:mossy_purpur_block_stairs,15.250
hazennstuff:wisewood_button,0.060
better_weaponry:copper_armor_helmet,4.300
better_weaponry:copper_dagger,1.280
irons_spellbooks:portal_frame,799.760
minecraft:deepslate_bricks,16.000
better_weaponry:stone_spear,16.840
supplementaries:gold_trapdoor,29.880
protection_pixel:reinforcedfiber,34.380
minecraft:waxed_weathered_cut_copper_stairs,19.430
somemoreblocks:cracked_andesite_bricks,16.000
hazennstuff:garments_of_the_first_flamebearer_soul_leggings,27522.060
minecraft:red_dye,0.170
minecraft:mossy_stone_brick_stairs,16.250
protection_pixel:slingshotas_leggings,3955.340
hazennstuff:wisewood_stairs,1.070
minecraft:cooked_chicken,20.000
paraglider:enduring_mixture,14.140
minecraft:oak_door,0.830
somemoreblocks:magenta_concrete_tiles,16.020
minecraft:nether_brick,0.100
somemoreblocks:pink_shingles,8.000
irons_spellbooks:pedestal,16.000
somemoreblocks:smooth_deepslate_slab,8.000
protection_pixel:chestplatelining,229.980
darkdoppelganger:elder_necklace,7500.000
minecraft:tadpole_bucket,100.000
born_in_chaos_v1:bloody_gadfly_eye,30.000
somemoreblocks:white_shingles,8.000
hazennstuff:spectral_spelunker_leggings,9925.820
create:fluid_valve,16.640
create:item_vault,37.820
somemoreblocks:red_nether_bricks_pillar,10.200
supplementaries:lapis_bricks_stairs,8.320
minecraft:spruce_door,0.830
hazennstuff:the_wither_leggings,18073.320
better_weaponry:diamond_glaive,160.840
somemoreblocks:mossy_tuff_brick_stairs,16.250
hazennstuff:dawnmaker,3504.520
create:contraption_controls,42.690
somemoreblocks:gold_pillar,67.230
born_in_chaos_v1:carved_black_argillite,13.000
create:cardboard_boots,15.000
irons_spellbooks:lightning_upgrade_orb,17702.760
suppsquared:heavy_key,21.130
hazennstuff:eldritch_rune,11390.830
somemoreblocks:calcite_bricks,16.000
somemoreblocks:polished_basalt_tile_stairs,0.500
minecraft:dark_prismarine,17.640
somemoreblocks:andesite_tile_slab,8.000
better_weaponry:netherite_hammer,1083.400
supplementaries:netherite_door,26.940
create:sand_paper,16.250
create:waxed_copper_shingle_slab,70.220
irons_spellbooks:netherite_mage_chestplate,1290.040
crystal_chronicles:crustone_wall,16.000
minecraft:bow,46.260
supplementaries:wrench,3.440
hazennstuff:chlorophyte_helmet,11850.720
hazennstuff:iron431_helmet,2590.110
somemoreblocks:light_gray_shingles_stairs,8.000
crystal_chronicles:volcanite_shard,635.710
crystal_chronicles:mage_chestplate,10469.530
minecraft:pale_oak_slab,0.420
somemoreblocks:birch_mosaic_slab,0.420
hazennstuff:absolute,119301.610
minecraft:andesite_stairs,16.000
somemoreblocks:waxed_cracked_cut_copper,19.430
minecraft:jungle_slab,0.420
protection_pixel:breaker_chestplate,373.240
supplementaries:sconce,5.940
minecraft:skull_banner_pattern,1050.250
minecraft:dark_oak_boat,4.150
exposure:glass_photograph_frame,36.110
crystal_chronicles:electromancer_chestplate,10379.580
hazennstuff:white_lily_staff,9271.270
betterarcheology:rotten_fence,0.830
minecraft:mossy_stone_brick_wall,16.250
create:portable_storage_interface,33.060
create:smart_fluid_pipe,24.370
somemoreblocks:coal_pillar,18.000
hazennstuff:mothic_witch_boots,19605.210
somemoreblocks:chiseled_calcite_bricks,16.000
somemoreblocks:white_concrete_tiles,16.020
born_in_chaos_v1:rotten_fish,27.500
somemoreblocks:mossy_dripstone_brick_slab,2.120
hazennstuff:crystal_arachnid_boots,25027.310
minecraft:yellow_dye,0.170
irons_spellbooks:conjurers_talisman,31.670
protection_pixel:workerhornet_chestplate,418.000
supplementaries:pedestal,32.000
better_weaponry:wooden_cutlass,3.340
hazennstuff:iron431_chestplate,2830.110
create:polished_rose_quartz,4.800
minecraft:pointed_dripstone,1.000
supplementaries:iron_gate,19.560
hazennstuff:sacred_robes_leggings,3296.810
hazennstuff:alchemist_supreme_helmet,16205.280
minecraft:netherrack,0.100
somemoreblocks:granite_brick_slab,8.000
crystal_chronicles:toxic_leggings,10115.510
create:precision_mechanism,56.420
somemoreblocks:mossy_purpur_block,15.250
irons_spellbooks:cooldown_rune,4310.830
somemoreblocks:soul_sandstone_brick_stairs,1.200
minecraft:packed_ice,9.000
hazennstuff:chlorophyte_headgear,12767.680
hazennstuff:rotten_girl_leggings,57.620
somemoreblocks:soul_sandstone_tiles,1.200
minecraft:blackstone_stairs,16.000
hazennstuff:legionnaire_ruler_boots,1145.700
minecraft:glow_ink_sac,12.500
create:mechanical_saw,85.060
somemoreblocks:corrupted_polished_blackstone_brick_stairs,56.120
born_in_chaos_v1:bonescaller_staff,4492.500
betterarcheology:netherite_brush,698.400
waterframes:projector,713.370
vista:hollow_cassette,1440.000
born_in_chaos_v1:nightmare_scythe,5005.000
minecraft:cobbled_deepslate_wall,16.000
somemoreblocks:lime_concrete_bricks,16.020
somemoreblocks:red_sandstone_brick_wall,64.000
somemoreblocks:light_gray_concrete_tiles,16.020
minecraft:nether_brick_fence,0.300
supplementaries:timber_cross_brace,1.680
create:controls,400.750
minecraft:smooth_stone,16.000
hazennstuff:rotten_girl_helmet,57.620
somemoreblocks:light_blue_stained_tiled_glass,16.000
create:mangrove_window_pane,3.470
create:rose_quartz_block,2.400
minecraft:birch_chest_boat,10.790
protection_pixel:ironarmorplate,49.120
somemoreblocks:blue_checkered_tiles,16.010
hazennstuff:herta_puppet_boots,9283.260
create:ornate_iron_window,10.670
minecraft:ender_eye,40.000
somemoreblocks:calcite_tiles,16.000
supplementaries:blackstone_lamp,128.600
somemoreblocks:waxed_weathered_copper_bricks,71.940
minecraft:birch_slab,0.420
somemoreblocks:diamond_pillar,720.000
somemoreblocks:tall_snow_grass,0.500
hazennstuff:alchemist_supreme_boots,15791.260
better_weaponry:golden_battleaxe,38.190
sophisticatedbackpacks:battery_upgrade,169.980
crystal_chronicles:chakram,2543.260
born_in_chaos_v1:scorched_planks_door,10.830
born_in_chaos_v1:black_argillite_wall,13.000
better_weaponry:wooden_scythe,4.160
minecraft:waxed_cut_copper_stairs,19.430
supplementaries:gold_bars,2.800
somemoreblocks:red_concrete_bricks,16.020
protection_pixel:heatpulsethruster,202.100
hazennstuff:the_tribunes_medallion,1300.000
somemoreblocks:sandstone_tile_slab,32.000
betterarcheology:diamond_brush,95.420
supplementaries:cannon_boat_mangrove,177.290
somemoreblocks:cyan_terracotta_tiles,16.000
minecraft:turtle_egg,45.000
minecraft:stone_hoe,32.840
hazennstuff:project_sekai_helmet,57.680
supplementaries:relayer,112.200
somemoreblocks:cracked_diamond_bricks,720.000
irons_spellbooks:heavy_chain_necklace,16.670
create:framed_glass_trapdoor,16.830
better_weaponry:copper_pickaxe,3.420
minecraft:cooked_beef,20.000
minecraft:mud_brick_slab,15.150
irons_spellbooks:cinder_essence,9.720
minecraft:hopper_minecart,166.640
hazennstuff:firebrand,247.470
somemoreblocks:mossy_calcite_brick_wall,16.250
create:nixie_tube,10.400
minecraft:disc_fragment_5,60.000
crystal_chronicles:rogue_boots,10133.500
protection_pixel:hellsnake_chestplate,308.270
born_in_chaos_v1:nut_hammer,405.420
minecraft:rabbit_foot,230.000
hazennstuff:slc_cat_chestplate,20997.990
better_weaponry:stone_sickle,32.420
somemoreblocks:smooth_granite,16.000
hazennstuff:calamitas_helmet,33778.250
sophisticatedstorage:diamond_barrel,776.980
born_in_chaos_v1:spider_bite_sword,7832.500
better_weaponry:golden_cutlass,16.620
create:minecart_coupling,49.120
hazennstuff:garments_of_the_first_flamebearer_chestplate,27921.830
irons_spellbooks:furled_map_ancient,2231.390
somemoreblocks:cracked_sandstone_bricks,64.000
minecraft:diorite_stairs,16.000
born_in_chaos_v1:stained_black_argillite_brick,20.500
minecraft:mangrove_pressure_plate,0.830
somemoreblocks:cracked_red_nether_bricks,10.200
somemoreblocks:ice_brick_stairs,9.000
fdbosses:phase_sphere,3200.000
somemoreblocks:dripstone_brick_stairs,4.000
hazennstuff:crystal_arachnid_leggings,26006.870
somemoreblocks:diorite_brick_stairs,16.000
somemoreblocks:mossy_tuff_brick_wall,16.250
create:dark_oak_window_pane,3.470
irons_spellbooks:lightning_rune,4270.830
hazennstuff:fireblossom_chestplate,2355.580
waterframes:remote,119.840
supplementaries:way_sign_pale_oak,0.420
crystal_chronicles:pyromancer_chestplate,10469.530
somemoreblocks:pink_checkered_tiles,16.010
irons_spellbooks:diamond_spell_book,395.540
crystal_chronicles:evoker_chestplate,10313.820
irons_spellbooks:graybeard_staff,29.110
minecraft:netherite_scrap,12.000
supplementaries:daub,19.000
crystal_chronicles:ice_hammer,15116.890
sophisticatedstorage:limited_copper_barrel_1,13.630
somemoreblocks:polished_mud_stairs,30.300
sophisticatedstorage:limited_copper_barrel_2,13.220
somemoreblocks:yellow_concrete_tiles,16.020
somemoreblocks:redstone_sea_lantern,183.720
sophisticatedstorage:limited_copper_barrel_3,12.810
minecraft:cut_sandstone,64.000
sophisticatedstorage:limited_copper_barrel_4,12.400
better_weaponry:emerald_pickaxe,150.840
irons_spellbooks:scroll,40.000
somemoreblocks:mossy_prismarine_brick_slab,4.210
supplementaries:stone_tile_wall,16.000
create:andesite_door,21.890
minecraft:nether_brick_slab,0.200
hazennstuff:gabriel_ultrakill_leggings,24853.430
supplementaries:blackstone_tile,16.000
better_weaponry:wooden_broadsword,5.400
born_in_chaos_v1:rotten_infernal_pumpkin,156.000
somemoreblocks:mossy_mud_brick_slab,15.280
somemoreblocks:cherry_mosaic_slab,0.420
minecraft:enchanting_table,806.420
somemoreblocks:crimson_mosaic_slab,0.420
minecraft:lead,37.500
better_weaponry:copper_glaive,2.560
minecraft:campfire,18.260
better_weaponry:emerald_armor_boots,200.000
irons_spellbooks:tarnished_helmet,3750.000
minecraft:brick_stairs,16.000
hazennstuff:neru_helmet,57.670
better_weaponry:golden_dagger,7.890
better_weaponry:emerald_spear,50.840
irons_spellbooks:divine_soulshard,7200.000
hazennstuff:flaming_template,2355.330
minecraft:waxed_copper_trapdoor,72.580
create:acacia_window_pane,3.470
somemoreblocks:polished_basalt_bricks,0.500
create:tea,5.000
irons_spellbooks:greater_healing_elixir,650.000
supplementaries:lumisene,0.040
#comforts:hammocks,90.840
#comforts:sleeping_bags,180.000
#create:postboxes,22.500
#create:seats,60.420
#create:dyed_table_cloths,38.280
#create:toolboxes,37.670
#create:valve_handles,19.140
#minecraft:harnesses,116.000
#minecraft:banners,360.420
#minecraft:beds,182.490
#minecraft:candles,85.000
#minecraft:wool_carpets,40.000
#c:concretes,16.020
#c:concrete_powders,16.020
#c:glazed_terracottas,16.000
#c:shulker_boxes,76.640
#numismatics:cards,72.540
#numismatics:id_cards,16.700
#supplementaries:awnings,22.920
#supplementaries:candle_holders,101.000
#supplementaries:flags,360.420
#supplementaries:presents,2.000
#supplementaries:trapped_presents,10.620
